year,mileage,model_name,model_brand_name,transmission,fuelType,sellingCondition,bodyType,mileageUnit,interiorColor,engineType,gradeScore,isFirstOwner
2006,73247,gs 300,lexus,automatic,petrol,foreign,sedan,km,black,6-cylinder(v6),4.900000095367432,true
2007,95362,rav 4,toyota,automatic,petrol,foreign,suv,km,grey,6-cylinder(v6),4.800000190734863,true
2011,62185,explorer,ford,automatic,petrol,foreign,suv,km,grey,6-cylinder(v6),4.699999809265137,true
2014,128606,cr-v,honda,automatic,petrol,local,suv,km,black,4-cylinder(i4),4.5,true
2013,84399,es 350,lexus,automatic,petrol,foreign,sedan,km,black,6-cylinder(i6),4.900000095367432,true
2010,74075,es 350,lexus,automatic,petrol,foreign,sedan,km,black,6-cylinder(v6),4.599999904632568,true
2016,185426,corolla,toyota,automatic,petrol,foreign,sedan,km,grey,6-cylinder(v6),5.0,true
2008,80475,es 350,lexus,automatic,petrol,foreign,sedan,km,cream,6-cylinder(v6),4.900000095367432,true
2008,11048,accord,honda,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),5.0,true
2018,22172,camry,toyota,automatic,petrol,foreign,sedan,km,grey,6-cylinder(v6),5.0,true
2012,76328,c 300,mercedes-benz,automatic,petrol,foreign,sedan,km,black,6-cylinder(v6),5.0,true
2005,191236,rx 330,lexus,automatic,petrol,foreign,suv,km,grey,6-cylinder(v6),4.699999809265137,true
2010,105978,corolla,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.699999809265137,true
2012,94369,gl 450,mercedes-benz,automatic,petrol,foreign,suv,km,white,8-cylinder(v8),5.0,true
2007,279508,edge,ford,automatic,petrol,foreign,suv,km,black,6-cylinder(v6),4.599999904632568,true
2012,155675,ml 350,mercedes-benz,automatic,petrol,foreign,suv,km,biege,6-cylinder(v6),4.800000190734863,true
2016,39107,highlander,toyota,automatic,petrol,foreign,suv,km,grey,6-cylinder(v6),4.699999809265137,true
2018,18298,accord,honda,automatic,petrol,foreign,sedan,km,black,4-cylinder(i4),5.0,true
2006,257800,sienna,toyota,automatic,petrol,foreign,other,km,grey,6-cylinder(v6),4.699999809265137,true
2014,154181,range rover evoque,land rover,automatic,petrol,foreign,suv,km,cream,6-cylinder(v6),5.0,true
2008,203534,highlander,toyota,automatic,petrol,foreign,suv,km,grey,6-cylinder(v6),4.800000190734863,true
2013,94027,avalon,toyota,automatic,petrol,foreign,sedan,km,grey,6-cylinder(v6),4.900000095367432,true
2013,48190,avalon,toyota,automatic,petrol,foreign,sedan,km,off-white,6-cylinder(v6),4.699999809265137,true
2014,46571,range rover evoque,land rover,automatic,petrol,local,suv,km,biege,6-cylinder(v6),4.699999809265137,true
2008,139593,es 350,lexus,automatic,petrol,foreign,sedan,km,gold,6-cylinder(v6),4.699999809265137,true
2000,185485,sienna,toyota,automatic,petrol,foreign,minivan,km,grey,6-cylinder(i6),5.0,true
2008,125953,highlander,toyota,automatic,petrol,foreign,suv,km,cream,6-cylinder(v6),4.400000095367432,true
2009,92340,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.699999809265137,true
2015,50255,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.900000095367432,true
2010,211285,cx-7,mazda,automatic,petrol,foreign,suv,km,black,4-cylinder(i4),4.900000095367432,true
2010,51058,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.699999809265137,true
2016,80837,corolla,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),5.0,true
2010,129442,tl,acura,automatic,petrol,foreign,sedan,km,black,6-cylinder(i6),4.900000095367432,true
2009,118228,c 350,mercedes-benz,automatic,petrol,local,sedan,km,black,6-cylinder(v6),4.400000095367432,true
2015,147922,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.900000095367432,true
2006,65478,ml 350,mercedes-benz,automatic,petrol,foreign,suv,km,black,6-cylinder(v6),5.0,true
2018,49396,rav 4,toyota,automatic,petrol,foreign,suv,km,black & brown,4-cylinder(i4),4.699999809265137,true
2011,142910,accord,honda,automatic,petrol,foreign,sedan,km,black,4-cylinder(i4),4.5,true
2011,104001,glk 350,mercedes-benz,automatic,petrol,foreign,suv,km,yellow,6-cylinder(v6),4.400000095367432,true
2007,89751,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.699999809265137,true
2007,98779,tundra,toyota,automatic,petrol,foreign,pickup,km,grey,8-cylinder(i8),4.699999809265137,true
2016,48128,corolla,toyota,automatic,petrol,foreign,sedan,km,black,4-cylinder(i4),4.699999809265137,true
2012,73987,camry,toyota,automatic,petrol,foreign,sedan,km,black,4-cylinder(i4),4.800000190734863,true
2012,120085,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.800000190734863,true
2008,194853,avalon,toyota,automatic,petrol,foreign,suv,km,grey,6-cylinder(v6),4.599999904632568,true
2006,113698,sonata,hyundai,automatic,petrol,foreign,suv,km,grey,6-cylinder(v6),4.699999809265137,true
2013,128887,taurus,ford,automatic,petrol,foreign,suv,km,white,6-cylinder(v6),5.0,true
2013,74479,camry,toyota,automatic,petrol,foreign,sedan,km,black,4-cylinder(i4),4.800000190734863,true
2016,8083,explorer,ford,automatic,petrol,foreign,suv,km,black,6-cylinder(v6),5.0,true
2009,200605,corolla,toyota,automatic,petrol,foreign,suv,km,grey,4-cylinder(i4),5.0,true
2009,101878,es 350,lexus,automatic,petrol,foreign,sedan,km,gold,6-cylinder(i6),4.800000190734863,true
2013,113455,highlander,toyota,automatic,petrol,foreign,suv,km,silver,6-cylinder(i6),4.900000095367432,true
2010,218046,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),5.0,true
2016,138718,corolla,toyota,automatic,petrol,foreign,sedan,km,maroon,4-cylinder(i4),4.900000095367432,true
2009,75043,highlander,toyota,automatic,petrol,foreign,suv,km,yellow,6-cylinder(v6),4.900000095367432,true
2014,153573,rav 4,toyota,automatic,petrol,foreign,suv,km,black,4-cylinder(i4),4.800000190734863,true
2017,54375,cla 250,mercedes-benz,automatic,petrol,foreign,sedan,km,black,4-cylinder(i4),4.800000190734863,true
2009,91391,pilot,honda,automatic,petrol,foreign,suv,km,black,4-cylinder(i4),4.800000190734863,true
2013,27048,rav 4,toyota,automatic,petrol,foreign,suv,km,maroon,4-cylinder(i4),4.599999904632568,true
2008,226280,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.599999904632568,true
2013,55522,highlander,toyota,automatic,petrol,foreign,suv,km,cream,6-cylinder(i6),5.0,true
2014,72520,corolla,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.800000190734863,true
2009,87540,venza,toyota,automatic,petrol,foreign,crossover,km,brown,4-cylinder(i4),4.900000095367432,true
2009,64301,ls 460,lexus,automatic,petrol,foreign,suv,km,black,6-cylinder(v6),5.0,true
2014,49300,corolla,toyota,automatic,petrol,foreign,sedan,km,black,4-cylinder(i4),4.800000190734863,true
2013,65486,avalon,toyota,automatic,petrol,foreign,sedan,km,black,6-cylinder(v6),4.400000095367432,true
2016,83578,corolla,toyota,automatic,petrol,foreign,sedan,km,black,4-cylinder(i4),4.699999809265137,true
2013,40432,rx 350,lexus,automatic,petrol,foreign,suv,km,black,6-cylinder(v6),4.599999904632568,true
2008,145936,is 350,lexus,automatic,petrol,foreign,sedan,km,maroon,6-cylinder(v6),4.5,true
2005,177014,rx 330,lexus,automatic,petrol,foreign,suv,km,maroon,6-cylinder(v6),4.699999809265137,true
2007,135090,es 350,lexus,automatic,petrol,foreign,sedan,km,yellow,6-cylinder(v6),4.5,true
2003,251113,gx 470,lexus,automatic,petrol,foreign,suv,km,grey,8-cylinder(v8),4.800000190734863,true
2012,58235,highlander,toyota,automatic,petrol,foreign,suv,km,black,6-cylinder(i6),5.0,true
2008,214101,range rover sport,land rover,automatic,petrol,foreign,suv,km,black,8-cylinder(v8),5.0,true
2013,73091,explorer,ford,automatic,petrol,foreign,suv,km,black,6-cylinder(v6),4.800000190734863,true
2008,95706,sienna,toyota,automatic,petrol,foreign,sedan,km,grey,6-cylinder(v6),4.800000190734863,true
2014,90342,tacoma,toyota,automatic,petrol,foreign,pickup,km,red,4-cylinder(i4),4.800000190734863,true
2010,119086,rx 350,lexus,automatic,petrol,foreign,suv,km,grey,6-cylinder(v6),4.400000095367432,true
2012,85843,corolla,toyota,automatic,petrol,foreign,sedan,km,gold,4-cylinder(i4),4.900000095367432,true
2013,131477,corolla,toyota,automatic,petrol,foreign,sedan,km,black,4-cylinder(i4),5.0,true
2011,97642,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),5.0,true
2010,180485,es 350,lexus,automatic,petrol,foreign,sedan,km,cream,6-cylinder(i6),5.0,true
2008,110237,es 350,lexus,automatic,petrol,foreign,sedan,km,cream,6-cylinder(i6),5.0,true
2018,47728,rav 4,toyota,automatic,petrol,foreign,suv,km,black,4-cylinder(i4),4.900000095367432,true
2016,52864,accord,honda,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.800000190734863,true
2011,126008,camry,toyota,automatic,petrol,foreign,sedan,km,grey,5-cylinder(i5),4.699999809265137,true
2006,95600,rav 4,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.800000190734863,true
2006,215490,gx 470,lexus,automatic,petrol,local,suv,km,brown,8-cylinder(v8),4.400000095367432,true
2006,163898,range rover sport,land rover,automatic,petrol,local,suv,km,yellow,8-cylinder(v8),4.699999809265137,true
2010,92410,sienna,toyota,automatic,petrol,foreign,minivan,km,grey,6-cylinder(v6),4.900000095367432,true
2010,108756,is 250,lexus,automatic,petrol,foreign,sedan,km,black,6-cylinder(v6),4.599999904632568,true
2010,135617,veracruz,hyundai,automatic,petrol,foreign,suv,km,gold,6-cylinder(v6),4.699999809265137,true
2010,135898,e 350,mercedes-benz,automatic,petrol,foreign,sedan,km,black,6-cylinder(v6),4.599999904632568,true
2013,46226,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.699999809265137,true
2012,96589,camry,toyota,automatic,petrol,foreign,sedan,km,black,4-cylinder(i4),4.699999809265137,true
2013,55605,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.900000095367432,true
2006,57084,highlander,toyota,automatic,petrol,foreign,suv,km,silver,6-cylinder(i6),4.900000095367432,true
2005,65248,sienna,toyota,automatic,petrol,foreign,suv,km,silver,6-cylinder(i6),4.900000095367432,true
2011,91084,highlander,toyota,automatic,petrol,foreign,suv,km,grey,6-cylinder(v6),4.800000190734863,true
2002,97972,es 300,lexus,automatic,petrol,local,sedan,km,grey,6-cylinder(i6),4.5,true
2012,157211,es 350,lexus,automatic,petrol,foreign,sedan,km,black,6-cylinder(v6),4.800000190734863,true
2008,68677,ml 350,mercedes-benz,automatic,petrol,foreign,suv,km,cream,8-cylinder(v8),5.0,true
2008,26808,gx 470,lexus,automatic,petrol,foreign,suv,km,cream,8-cylinder(v8),5.0,true
2009,196220,corolla,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),5.0,true
2010,82336,corolla,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),5.0,true
2006,276442,range rover sport,land rover,automatic,diesel,foreign,suv,km,gold,6-cylinder(i6),4.900000095367432,true
2005,272040,tundra,toyota,automatic,petrol,foreign,pickup,km,grey,6-cylinder(v6),4.699999809265137,true
2007,68234,es 350,lexus,automatic,petrol,foreign,sedan,km,black,6-cylinder(i6),4.599999904632568,true
2010,134103,rx 350,lexus,automatic,petrol,local,suv,km,gold,6-cylinder(v6),4.800000190734863,true
2011,190288,rav 4,toyota,automatic,petrol,foreign,suv,km,grey,4-cylinder(i4),4.599999904632568,true
2013,71537,sonata,hyundai,automatic,petrol,foreign,sedan,km,silver,6-cylinder(i6),4.900000095367432,true
2010,62785,rav 4,toyota,automatic,petrol,local,suv,km,silver,4-cylinder(i4),4.900000095367432,true
2005,185781,4-runner,toyota,automatic,petrol,foreign,suv,km,grey,6-cylinder(v6),4.900000095367432,true
2006,240682,mdx,acura,automatic,petrol,foreign,suv,km,black,6-cylinder(i6),5.0,true
2011,111582,highlander,toyota,automatic,petrol,local,suv,km,black,6-cylinder(v6),4.599999904632568,true
2018,15741,cr-v,honda,automatic,petrol,foreign,suv,km,black,4-cylinder(i4),5.0,true
2007,93315,cr-v,honda,automatic,petrol,foreign,suv,km,black,4-cylinder(i4),4.599999904632568,true
2011,73210,camry,toyota,automatic,petrol,foreign,suv,km,black,4-cylinder(i4),4.900000095367432,true
2007,9003,s 600,mercedes-benz,automatic,petrol,foreign,hatchback,km,black,12-cylinder(v12),4.900000095367432,true
2014,170312,cr-v,honda,automatic,petrol,local,suv,km,grey,4-cylinder(i4),4.900000095367432,true
2014,55028,highlander,toyota,automatic,petrol,foreign,suv,km,grey,6-cylinder(v6),4.900000095367432,true
2012,130260,corolla,toyota,automatic,petrol,local,sedan,km,black,4-cylinder(i4),4.800000190734863,true
2014,181571,rav 4,toyota,automatic,petrol,foreign,suv,km,grey,4-cylinder(i4),4.599999904632568,true
2011,103386,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.699999809265137,true
2014,45824,venza,toyota,automatic,petrol,foreign,suv,km,black,6-cylinder(v6),4.900000095367432,true
2010,110796,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.900000095367432,true
2011,135519,crosstour,honda,automatic,petrol,foreign,hatchback,km,black,6-cylinder(v6),4.800000190734863,true
2009,51211,hilux,toyota,manual,petrol,local,pickup,km,grey,4-cylinder(i4),4.400000095367432,true
2015,54131,hilux,toyota,manual,petrol,local,pickup,km,grey,4-cylinder(i4),4.400000095367432,true
2007,74316,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),5.0,true
2012,78595,es 350,lexus,automatic,petrol,foreign,sedan,km,silver,6-cylinder(v6),4.900000095367432,true
2020,6291,corolla,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.900000095367432,true
2012,108916,ml 350,mercedes-benz,automatic,petrol,foreign,suv,km,black,6-cylinder(i6),5.0,true
2007,16825,mdx,acura,automatic,petrol,foreign,suv,km,grey,6-cylinder(v6),5.0,true
2015,63430,camry,toyota,automatic,petrol,foreign,sedan,km,black,4-cylinder(i4),4.800000190734863,true
2017,29232,corolla,toyota,automatic,petrol,foreign,sedan,km,grey,5-cylinder(i5),4.800000190734863,true
2011,91268,venza,toyota,automatic,petrol,foreign,suv,km,brown,6-cylinder(v6),4.599999904632568,true
2011,104196,venza,toyota,automatic,petrol,foreign,suv,km,grey,6-cylinder(v6),4.599999904632568,true
2007,173497,sienna,toyota,automatic,petrol,foreign,suv,km,silver,6-cylinder(i6),4.900000095367432,true
2011,108324,highlander,toyota,automatic,petrol,foreign,suv,km,black,6-cylinder(v6),4.699999809265137,true
2015,45199,camry,toyota,automatic,petrol,foreign,sedan,km,black,4-cylinder(i4),4.800000190734863,true
2010,51895,e 350,mercedes-benz,automatic,petrol,foreign,suv,km,cream,6-cylinder(i6),5.0,true
2015,77398,camry,toyota,automatic,petrol,foreign,sedan,km,black,4-cylinder(i4),4.800000190734863,true
2011,58944,e 350,mercedes-benz,automatic,petrol,foreign,sedan,km,black,6-cylinder(v6),4.800000190734863,true
2011,143064,edge,ford,automatic,petrol,foreign,suv,km,grey,6-cylinder(i6),5.0,true
2014,108995,azera,hyundai,automatic,petrol,foreign,suv,km,cream,6-cylinder(i6),4.900000095367432,true
2016,110296,explorer,ford,automatic,petrol,foreign,suv,km,black,6-cylinder(i6),5.0,true
2015,53209,e 350,mercedes-benz,automatic,petrol,foreign,suv,km,cream,6-cylinder(i6),5.0,true
2007,191326,corolla,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.800000190734863,true
2014,148662,c 300,mercedes-benz,automatic,petrol,foreign,sedan,km,black,6-cylinder(v6),5.0,true
2016,0,civic,honda,automatic,petrol,foreign,suv,km,cream,5-cylinder(i5),5.0,true
2011,91014,edge,ford,automatic,petrol,foreign,suv,km,black,6-cylinder(v6),4.800000190734863,true
1998,69532,600,rover,automatic,petrol,foreign,sedan,km,brown,4-cylinder(i4),4.800000190734863,true
2007,97526,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.800000190734863,true
2002,134766,323,mazda,manual,petrol,foreign,hatchback,km,black & grey,4-cylinder(i4),4.800000190734863,true
2005,169608,premacy,mazda,automatic,petrol,foreign,station wagon,km,grey,4-cylinder(i4),5.0,true
2005,125668,c 230,mercedes-benz,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),5.0,true
2010,92878,q5,audi,automatic,petrol,foreign,hatchback,km,brown,6-cylinder(i6),4.699999809265137,true
2009,109359,es 350,lexus,automatic,petrol,foreign,sedan,km,grey,6-cylinder(v6),4.800000190734863,true
2009,159857,corolla,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.900000095367432,true
2012,172842,venza,toyota,automatic,petrol,foreign,hatchback,km,biege,4-cylinder(i4),4.599999904632568,true
2010,82412,rx 350,lexus,automatic,petrol,foreign,suv,km,black,6-cylinder(i6),5.0,true
2008,74477,es 330,lexus,automatic,petrol,foreign,sedan,km,grey,6-cylinder(v6),5.0,true
2006,178747,sienna,toyota,automatic,petrol,foreign,bus,km,grey,4-cylinder(i4),5.0,true
2006,193771,sienna,toyota,automatic,petrol,foreign,bus,km,grey,6-cylinder(v6),5.0,true
2005,188850,sienna,toyota,automatic,petrol,foreign,bus,km,grey,6-cylinder(v6),5.0,true
2004,217985,sienna,toyota,automatic,petrol,foreign,bus,km,grey,6-cylinder(v6),5.0,true
2008,120588,rx 350,lexus,automatic,petrol,foreign,suv,km,cream,6-cylinder(i6),5.0,true
2004,76509,clk 320,mercedes-benz,automatic,petrol,foreign,sedan,km,grey,6-cylinder(v6),5.0,true
2006,163062,is 250,lexus,automatic,petrol,foreign,sedan,km,ivory,6-cylinder(v6),4.699999809265137,true
2007,95483,is 350,lexus,automatic,petrol,foreign,sedan,km,gold,6-cylinder(v6),4.599999904632568,true
2004,110615,sienna,toyota,automatic,petrol,foreign,suv,km,grey,6-cylinder(i6),4.900000095367432,true
2010,58674,highlander,toyota,automatic,petrol,foreign,suv,km,cream,6-cylinder(i6),4.900000095367432,true
2007,69285,tacoma,toyota,automatic,petrol,foreign,pickup,km,grey,6-cylinder(v6),4.699999809265137,true
2007,85321,tundra,toyota,automatic,petrol,foreign,pickup,km,grey,6-cylinder(v6),4.699999809265137,true
2008,165330,es 330,lexus,automatic,petrol,foreign,sedan,km,black,6-cylinder(v6),4.599999904632568,true
2006,105382,corolla,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.5,true
2007,87752,rav 4,toyota,automatic,petrol,foreign,suv,km,black,4-cylinder(i4),4.900000095367432,true
2004,160592,gx 470,lexus,automatic,petrol,foreign,suv,km,yellow,8-cylinder(v8),4.800000190734863,true
2007,153511,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.5,true
2007,78433,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.400000095367432,true
2013,92348,sonata,hyundai,automatic,petrol,foreign,sedan,km,silver,6-cylinder(i6),4.800000190734863,true
2013,99597,elantra,hyundai,automatic,petrol,foreign,hatchback,km,black,4-cylinder(i4),4.900000095367432,true
2013,133977,gl 450,mercedes-benz,automatic,petrol,foreign,suv,km,black,8-cylinder(v8),5.0,true
2007,104224,camry,toyota,automatic,petrol,foreign,sedan,km,silver,4-cylinder(i4),5.0,true
2010,92024,camry,toyota,automatic,petrol,foreign,sedan,km,blue,4-cylinder(i4),5.0,true
2015,74749,highlander,toyota,automatic,petrol,foreign,suv,km,cream,6-cylinder(v6),4.900000095367432,true
2017,54158,cla 250,mercedes-benz,automatic,petrol,foreign,sedan,km,black,6-cylinder(v6),4.599999904632568,true
2013,66252,venza,toyota,automatic,petrol,foreign,suv,km,black,6-cylinder(i6),4.900000095367432,true
2012,62315,350,mercedes-benz,automatic,petrol,foreign,suv,km,white,6-cylinder(v6),5.0,true
2007,115803,rav 4,toyota,automatic,petrol,foreign,suv,km,silver,4-cylinder(i4),4.800000190734863,true
2008,89160,tacoma,toyota,automatic,petrol,foreign,pickup,km,grey,6-cylinder(i6),4.900000095367432,true
2008,99545,gs 350,lexus,automatic,petrol,foreign,sedan,km,black,6-cylinder(i6),4.900000095367432,true
2010,102500,gs 350,lexus,automatic,petrol,foreign,sedan,km,black,6-cylinder(i6),4.800000190734863,true
2017,35783,escape,ford,automatic,petrol,foreign,suv,km,black,6-cylinder(v6),4.800000190734863,true
2007,68483,es 350,lexus,automatic,petrol,foreign,sedan,km,grey,6-cylinder(v6),4.800000190734863,true
2010,85032,hs 250h,lexus,automatic,petrol,foreign,sedan,km,grey,4-cylinder(h4),4.800000190734863,true
2011,84139,srx,cadillac,automatic,petrol,foreign,suv,km,black,6-cylinder(v6),4.800000190734863,true
2006,110417,avalon,toyota,automatic,petrol,foreign,sedan,km,silver,6-cylinder(i6),4.699999809265137,true
2008,120392,edge,ford,automatic,petrol,foreign,suv,km,cream,6-cylinder(i6),4.900000095367432,true
2016,41374,civic,honda,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),5.0,true
2003,89636,sienna,toyota,automatic,petrol,foreign,suv,km,gold,6-cylinder(v6),5.0,true
2002,99635,sienna,toyota,automatic,petrol,foreign,suv,km,brown,6-cylinder(v6),5.0,true
2009,103338,versa,nissan,manual,petrol,foreign,suv,km,grey,4-cylinder(i4),4.900000095367432,true
2011,83866,sonata,hyundai,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),5.0,true
2010,48553,hiace,toyota,manual,petrol,local,bus,km,grey,4-cylinder(i4),4.599999904632568,true
2018,46399,accord,honda,automatic,petrol,foreign,coupe,km,black,4-cylinder(i4),5.0,true
2018,21105,accord,honda,automatic,petrol,foreign,coupe,km,black,4-cylinder(i4),5.0,true
2011,134047,camry,toyota,automatic,petrol,foreign,sedan,km,black,5-cylinder(i5),5.0,true
2013,140417,c 350,mercedes-benz,automatic,petrol,foreign,suv,km,grey,6-cylinder(v6),5.0,true
2012,1658,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),5.0,true
2008,67133,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),5.0,true
2007,78135,rav 4,toyota,automatic,petrol,foreign,suv,km,grey,6-cylinder(i6),4.900000095367432,true
2007,153875,ml 500,mercedes-benz,automatic,petrol,local,suv,km,gold,6-cylinder(i6),5.0,true
2009,219421,cx-9,mazda,automatic,petrol,foreign,suv,km,gold,6-cylinder(i6),4.800000190734863,true
2017,60112,rogue,nissan,automatic,petrol,foreign,suv,km,black,6-cylinder(v6),4.900000095367432,true
2016,99435,tacoma,toyota,automatic,petrol,foreign,pickup,km,black,6-cylinder(v6),4.900000095367432,true
2008,75310,camry,toyota,automatic,petrol,foreign,sedan,km,black,6-cylinder(i6),4.800000190734863,true
2008,190472,is 250,lexus,automatic,petrol,foreign,sedan,km,black,6-cylinder(v6),4.599999904632568,true
2006,93410,is 250,lexus,automatic,petrol,foreign,sedan,km,grey,6-cylinder(v6),4.800000190734863,true
2014,286232,explorer,ford,automatic,petrol,foreign,suv,km,black,6-cylinder(v6),4.5,true
2017,51677,highlander,toyota,automatic,petrol,foreign,suv,km,grey,6-cylinder(v6),4.900000095367432,true
2011,117340,rx 350,lexus,automatic,petrol,local,suv,km,cream,6-cylinder(v6),4.900000095367432,true
2011,167754,camry,toyota,automatic,petrol,foreign,sedan,km,green,4-cylinder(i4),5.0,true
2012,46235,avanza,toyota,automatic,petrol,foreign,crossover,km,brown,6-cylinder(v6),5.0,true
2011,78233,rx 350,lexus,automatic,petrol,foreign,suv,km,blue,4-cylinder(i4),5.0,true
2014,8966,venza,toyota,automatic,petrol,foreign,suv,km,off-white,4-cylinder(i4),4.699999809265137,true
2008,75623,camry,toyota,automatic,petrol,foreign,sedan,km,black,4-cylinder(i4),5.0,true
2000,280143,picnic,toyota,automatic,petrol,foreign,minivan,km,silver,4-cylinder(i4),5.0,true
2011,59016,ml 350,mercedes-benz,automatic,petrol,foreign,suv,km,black,6-cylinder(v6),5.0,true
2013,126439,ml 350,mercedes-benz,automatic,petrol,foreign,suv,km,grey,6-cylinder(v6),5.0,true
2011,48739,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.599999904632568,true
2007,89624,es 350,lexus,automatic,petrol,foreign,sedan,km,black,6-cylinder(v6),4.5,true
2012,121082,camry,toyota,automatic,petrol,foreign,sedan,km,grey,6-cylinder(v6),4.900000095367432,true
2015,67460,accord,honda,automatic,petrol,foreign,sedan,km,white,6-cylinder(v6),4.900000095367432,true
2012,93797,corolla,toyota,automatic,petrol,foreign,sedan,km,cream,4-cylinder(i4),4.699999809265137,true
2006,207252,solara,toyota,automatic,petrol,foreign,sedan,km,black,6-cylinder(v6),4.400000095367432,true
2015,68654,highlander,toyota,automatic,petrol,foreign,suv,km,gold,6-cylinder(v6),4.900000095367432,true
2013,27717,cerato,kia,automatic,petrol,local,sedan,km,black,4-cylinder(i4),4.900000095367432,true
2001,103000,e 320,mercedes-benz,manual,petrol,foreign,sedan,km,grey,6-cylinder(v6),4.699999809265137,true
2013,132204,explorer,ford,automatic,petrol,foreign,suv,km,black,6-cylinder(i6),4.900000095367432,true
2017,52217,corolla,toyota,automatic,petrol,new,sedan,km,grey,4-cylinder(i4),5.0,true
2011,76103,venza,toyota,automatic,petrol,foreign,suv,km,cream,6-cylinder(v6),4.699999809265137,true
2003,120317,corolla,toyota,automatic,petrol,foreign,sedan,km,grey,5-cylinder(i5),4.599999904632568,true
2007,62821,is 250,lexus,automatic,petrol,foreign,sedan,km,black,6-cylinder(v6),4.599999904632568,true
2017,55043,camry,toyota,automatic,petrol,foreign,sedan,km,black,4-cylinder(i4),4.800000190734863,true
2006,63415,vibe,pontiac,automatic,petrol,foreign,hatchback,km,grey,4-cylinder(i4),4.599999904632568,true
2016,68725,corolla,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.900000095367432,true
2005,87425,rx 330,lexus,automatic,petrol,foreign,suv,km,grey,6-cylinder(i6),5.0,true
2013,62249,avalon,toyota,automatic,petrol,foreign,sedan,km,black,6-cylinder(i6),4.800000190734863,true
2007,94035,accord,honda,automatic,petrol,foreign,suv,km,grey,4-cylinder(i4),4.900000095367432,true
2010,120350,highlander,toyota,automatic,petrol,foreign,suv,km,gold,6-cylinder(v6),5.0,true
2014,90337,corolla,toyota,automatic,petrol,foreign,suv,km,grey,4-cylinder(i4),4.800000190734863,true
2009,110487,edge,ford,automatic,petrol,foreign,suv,km,grey,6-cylinder(v6),4.699999809265137,true
2010,87734,rx 350,lexus,automatic,petrol,foreign,suv,km,brown,6-cylinder(v6),4.900000095367432,true
2005,97543,rx 350,lexus,automatic,petrol,foreign,suv,km,brown,6-cylinder(v6),4.800000190734863,true
2007,226941,camry,toyota,automatic,petrol,foreign,sedan,km,silver,4-cylinder(i4),4.599999904632568,true
2011,85340,rx 350,lexus,automatic,petrol,foreign,suv,km,brown,6-cylinder(v6),4.900000095367432,true
2007,77200,rav 4,toyota,automatic,petrol,foreign,suv,km,grey,4-cylinder(i4),5.0,true
2010,95345,rx 350,lexus,automatic,petrol,foreign,suv,km,grey,6-cylinder(i6),4.900000095367432,true
2008,255535,camry,toyota,automatic,petrol,foreign,sedan,km,cream,4-cylinder(i4),5.0,true
2009,101817,corolla,toyota,automatic,petrol,foreign,sedan,km,gold,4-cylinder(i4),4.699999809265137,true
