year,mileage,model_name,model_brand_name,transmission,fuelType,sellingCondition,bodyType,mileageUnit,interiorColor,engineType,gradeScore,isFirstOwner
2020,56,accent,hyundai,automatic,petrol,new,sedan,km,grey,4-cylinder(i4),5.0,true
2020,43,accent,hyundai,automatic,petrol,new,sedan,km,black,4-cylinder(i4),5.0,true
2015,56066,highlander,toyota,automatic,petrol,foreign,suv,km,black,6-cylinder(v6),4.800000190734863,true
2010,160000,corolla,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.900000095367432,true
2014,150300,hiace,toyota,automatic,petrol,foreign,bus,km,grey,4-cylinder(i4),4.5,true
2013,84569,highlander,toyota,automatic,petrol,foreign,sedan,km,grey,6-cylinder(i6),4.699999809265137,true
2014,61228,hiace,toyota,manual,petrol,foreign,bus,km,brown,6-cylinder(v6),4.699999809265137,true
2010,185250,hiace,toyota,manual,petrol,foreign,bus,km,grey,6-cylinder(v6),4.699999809265137,true
2006,190000,sienna,toyota,automatic,petrol,foreign,bus,km,grey,6-cylinder(v6),4.800000190734863,true
2010,126129,gx 460,lexus,automatic,petrol,foreign,suv,km,gold,8-cylinder(v8),4.900000095367432,true
2007,165733,solara,toyota,automatic,petrol,foreign,coupe,km,grey,6-cylinder(i6),4.800000190734863,true
2004,148424,gx 470,lexus,automatic,petrol,foreign,suv,km,gold,8-cylinder(v8),4.900000095367432,true
2006,84755,e-350,ford,automatic,petrol,foreign,bus,km,grey,6-cylinder(i6),4.599999904632568,true
2000,106000,e 350,ford,automatic,petrol,foreign,bus,km,grey,6-cylinder(i6),4.599999904632568,true
2004,91760,es 330,lexus,automatic,petrol,foreign,sedan,km,black,6-cylinder(i6),4.800000190734863,true
2003,164803,320,mercedes-benz,automatic,petrol,foreign,sedan,km,black,6-cylinder(i6),4.900000095367432,true
2005,103000,solara,toyota,automatic,petrol,foreign,coupe,km,grey,6-cylinder(i6),4.800000190734863,true
2012,211354,nitro,dodge,automatic,petrol,new,suv,km,grey,5-cylinder(i5),4.900000095367432,true
2008,86000,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.900000095367432,true
2007,99267,es 350,lexus,automatic,petrol,foreign,sedan,km,gold,6-cylinder(i6),4.800000190734863,true
2003,229541,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.900000095367432,true
2010,134040,sienna,toyota,automatic,petrol,foreign,bus,km,grey,6-cylinder(v6),4.900000095367432,true
2011,112210,rav 4,toyota,automatic,petrol,foreign,suv,km,grey,6-cylinder(v6),4.900000095367432,true
2008,82504,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.599999904632568,true
2010,69321,sienna,toyota,automatic,petrol,foreign,bus,km,grey,6-cylinder(i6),4.400000095367432,true
2012,167356,crosstour,honda,automatic,petrol,foreign,sedan,km,black,6-cylinder(i6),4.900000095367432,true
2009,139371,sienna,toyota,automatic,petrol,foreign,suv,km,grey,6-cylinder(i6),4.800000190734863,true
2005,104785,civic,honda,automatic,petrol,foreign,hatchback,km,grey,4-cylinder(i4),4.5,true
2006,197524,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.800000190734863,true
2014,194968,sentra,nissan,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.599999904632568,true
2011,35057,corolla,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.900000095367432,true
2014,58097,cla 250,mercedes-benz,automatic,petrol,foreign,sedan,km,white,4-cylinder(i4),4.800000190734863,true
2016,97749,gla 250,mercedes-benz,automatic,petrol,foreign,suv,km,black,4-cylinder(i4),4.599999904632568,true
2019,15335,corolla,toyota,automatic,petrol,foreign,sedan,km,blue & grey,4-cylinder(i4),4.400000095367432,true
2015,89111,corolla,toyota,automatic,petrol,foreign,sedan,km,black,4-cylinder(i4),4.699999809265137,true
2004,130477,206,peugeot,automatic,petrol,foreign,hatchback,km,grey,3-cylinder(i3),4.5,true
2012,129219,accord,honda,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.599999904632568,true
2011,125766,accord,honda,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.599999904632568,true
2009,83239,a3,audi,automatic,petrol,foreign,hatchback,km,black,4-cylinder(i4),4.5,true
2003,98893,camry,toyota,automatic,petrol,foreign,sedan,km,maroon,4-cylinder(i4),4.800000190734863,true
2014,136252,hilux,toyota,automatic,petrol,local,pickup,km,black,4-cylinder(i4),4.800000190734863,true
2007,90024,is 250,lexus,automatic,petrol,foreign,sedan,km,black,6-cylinder(v6),4.5,true
2010,90139,glk 350,mercedes-benz,automatic,petrol,local,suv,km,brown,6-cylinder(i6),4.800000190734863,true
2009,78847,rx 350,lexus,automatic,petrol,foreign,suv,km,off-white,8-cylinder(v8),4.900000095367432,true
2014,42936,c 63 amg,mercedes-benz,automatic,petrol,foreign,sedan,km,black,6-cylinder(v6),4.599999904632568,true
2016,92506,accord,honda,automatic,petrol,foreign,sedan,km,black,4-cylinder(i4),5.0,true
2012,115970,fj cruiser,toyota,automatic,petrol,local,suv,km,black,6-cylinder(i6),4.900000095367432,true
2007,222000,e 350,ford,automatic,petrol,foreign,bus,km,grey,6-cylinder(v6),4.599999904632568,true
2007,221479,es 350,lexus,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.900000095367432,true
2008,201811,sienna,toyota,automatic,petrol,foreign,minivan,km,grey,6-cylinder(v6),4.599999904632568,true
2006,111898,sienna,toyota,automatic,petrol,foreign,minivan,km,grey,6-cylinder(v6),4.599999904632568,true
2009,105472,camry,toyota,automatic,petrol,foreign,sedan,km,biege,4-cylinder(i4),4.800000190734863,true
2007,132580,edge,ford,automatic,petrol,foreign,suv,km,black,4-cylinder(i4),4.400000095367432,true
2007,108604,rav 4,toyota,automatic,petrol,foreign,suv,km,silver,4-cylinder(i4),4.599999904632568,true
2014,120854,highlander,toyota,automatic,petrol,foreign,suv,km,black,6-cylinder(v6),4.699999809265137,true
2015,66814,accord,honda,automatic,petrol,foreign,sedan,km,black,4-cylinder(i4),4.800000190734863,true
2015,141228,corolla,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.800000190734863,true
2011,100799,corolla,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.900000095367432,true
2014,123499,corolla,toyota,automatic,petrol,foreign,sedan,km,yellow,4-cylinder(i4),5.0,true
2010,132313,camry,toyota,automatic,petrol,foreign,sedan,km,black,4-cylinder(i4),4.699999809265137,true
2010,154233,corolla,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),5.0,true
2017,56487,camry,toyota,automatic,petrol,foreign,sedan,km,black,4-cylinder(i4),4.800000190734863,true
2010,120882,rx 350,lexus,automatic,petrol,foreign,suv,km,grey,6-cylinder(v6),4.599999904632568,true
2011,117180,c 300,mercedes-benz,automatic,petrol,foreign,sedan,km,grey,6-cylinder(v6),4.900000095367432,true
2013,169153,gx 460,lexus,automatic,petrol,foreign,suv,km,biege,8-cylinder(v8),4.599999904632568,true
2010,150075,es 350,lexus,automatic,petrol,foreign,sedan,km,black,6-cylinder(v6),4.800000190734863,true
2005,92770,gx 470,lexus,automatic,petrol,foreign,suv,km,gold,8-cylinder(v8),4.599999904632568,true
2002,251190,rav 4,toyota,automatic,petrol,foreign,crossover,km,grey,4-cylinder(i4),4.699999809265137,true
2010,91032,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.800000190734863,true
2013,96753,venza,toyota,automatic,petrol,foreign,suv,km,cream,6-cylinder(i6),4.699999809265137,true
2014,131863,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.699999809265137,true
2007,230340,es 350,lexus,automatic,petrol,foreign,sedan,km,black,6-cylinder(v6),4.699999809265137,true
2007,92414,fj cruiser,toyota,automatic,petrol,local,suv,km,grey,6-cylinder(v6),4.800000190734863,true
2015,100893,elantra,hyundai,automatic,petrol,foreign,suv,km,ash,4-cylinder(i4),5.0,true
2012,76193,ml 350,mercedes-benz,automatic,petrol,foreign,suv,km,cream,6-cylinder(v6),4.699999809265137,true
2016,131993,gla 250,mercedes-benz,automatic,petrol,foreign,hatchback,km,black,4-cylinder(i4),4.900000095367432,true
2011,243360,camry,toyota,automatic,petrol,local,sedan,km,grey,4-cylinder(i4),4.699999809265137,true
2008,201329,c 300,mercedes-benz,automatic,petrol,foreign,sedan,km,grey,6-cylinder(v6),5.0,true
2004,89593,gx 470,lexus,automatic,petrol,foreign,suv,km,cream,8-cylinder(v8),4.5,true
2008,75424,es 350,lexus,automatic,petrol,foreign,sedan,km,yellow,6-cylinder(v6),5.0,true
2011,59275,tundra,toyota,automatic,petrol,foreign,pickup,km,grey,8-cylinder(v8),4.900000095367432,true
2015,69837,corolla,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.800000190734863,true
2013,175510,camry,toyota,automatic,petrol,foreign,sedan,km,yellow,4-cylinder(i4),4.800000190734863,true
2011,67350,sienna,toyota,automatic,petrol,foreign,minivan,km,grey,6-cylinder(v6),4.900000095367432,true
2011,161696,edge,ford,automatic,petrol,foreign,suv,km,yellow,4-cylinder(i4),4.800000190734863,true
2008,227024,rav 4,toyota,automatic,petrol,foreign,suv,km,grey,6-cylinder(v6),5.0,true
2008,105882,rav 4,toyota,automatic,petrol,foreign,suv,km,grey,4-cylinder(i4),4.900000095367432,true
2005,98789,4-runner,toyota,automatic,petrol,foreign,suv,km,grey,6-cylinder(v6),4.800000190734863,true
2009,206030,corolla,toyota,automatic,petrol,foreign,sedan,km,black,5-cylinder(i5),4.5,true
2004,233230,sienna,toyota,automatic,petrol,foreign,minivan,km,grey,6-cylinder(i6),4.5,true
2004,74781,ml 350,mercedes-benz,automatic,petrol,local,suv,km,black,6-cylinder(i6),4.800000190734863,true
2008,225220,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.699999809265137,true
2007,203183,camry,toyota,automatic,petrol,foreign,sedan,km,grey,6-cylinder(v6),4.800000190734863,true
2003,271951,sequoia,toyota,automatic,petrol,foreign,suv,km,grey,8-cylinder(v8),4.900000095367432,true
2008,171893,gl 550,mercedes-benz,automatic,petrol,foreign,suv,km,black,6-cylinder(v6),4.699999809265137,true
2006,56727,sienna,toyota,automatic,petrol,foreign,minivan,km,grey,6-cylinder(v6),4.800000190734863,true
2005,50742,"lr 3 , series se",land rover,automatic,petrol,local,suv,km,gold,8-cylinder(v8),4.599999904632568,true
2009,169608,pilot,honda,automatic,petrol,foreign,suv,km,gold,6-cylinder(v6),4.599999904632568,true
2004,102638,sequoia,toyota,automatic,petrol,foreign,suv,km,grey,8-cylinder(v8),5.0,true
2010,154218,rav 4,toyota,automatic,petrol,foreign,suv,km,grey,4-cylinder(i4),4.900000095367432,true
2014,47522,optima,kia,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),5.0,true
2015,80457,hiace,toyota,automatic,petrol,foreign,bus,km,grey,6-cylinder(v6),4.599999904632568,true
2011,95613,rav 4,toyota,automatic,petrol,foreign,crossover,km,cream,4-cylinder(i4),4.5,true
2014,73330,hilux,toyota,automatic,petrol,local,pickup,km,grey,4-cylinder(i4),4.800000190734863,true
2014,125000,accord,honda,automatic,petrol,foreign,sedan,km,biege,4-cylinder(i4),4.900000095367432,true
2009,86728,vibe,pontiac,automatic,petrol,foreign,hatchback,km,black,4-cylinder(i4),4.900000095367432,true
2012,17926,s 500,mercedes-benz,automatic,petrol,local,sedan,km,grey,6-cylinder(v6),4.699999809265137,true
2004,113244,x3,bmw,automatic,petrol,foreign,suv,km,grey,6-cylinder(i6),4.400000095367432,true
2005,123450,gx 470,lexus,automatic,petrol,foreign,suv,km,grey,8-cylinder(v8),4.5,true
2015,42326,camry,toyota,automatic,petrol,foreign,sedan,km,black,4-cylinder(i4),4.800000190734863,true
2014,79221,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.900000095367432,true
2011,69147,venza,toyota,automatic,petrol,foreign,hatchback,km,grey,6-cylinder(v6),4.800000190734863,true
2010,95485,gs 350,lexus,automatic,petrol,foreign,sedan,km,black,6-cylinder(v6),4.599999904632568,true
2013,102889,avalon,toyota,automatic,petrol,foreign,sedan,km,black,6-cylinder(i6),4.900000095367432,true
2006,125468,corolla,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),5.0,true
2011,99694,zdx,acura,automatic,petrol,foreign,suv,km,grey,6-cylinder(v6),4.900000095367432,true
2011,144029,gx 460,lexus,automatic,petrol,foreign,suv,km,cream,8-cylinder(v8),4.5,true
2016,61550,rav 4,toyota,automatic,petrol,foreign,suv,km,grey,4-cylinder(i4),4.400000095367432,true
2016,87275,rav 4,toyota,automatic,petrol,foreign,suv,km,black,4-cylinder(i4),5.0,true
2009,92354,is 250,lexus,automatic,petrol,foreign,sedan,km,grey,6-cylinder(v6),4.599999904632568,true
2010,68386,venza,toyota,automatic,petrol,foreign,suv,km,white,6-cylinder(v6),4.900000095367432,true
2014,130052,explorer,ford,automatic,petrol,foreign,suv,km,grey,6-cylinder(v6),4.699999809265137,true
2007,195458,sienna,toyota,automatic,petrol,foreign,minivan,km,grey,6-cylinder(v6),4.699999809265137,true
2008,219583,pilot,honda,automatic,petrol,foreign,suv,km,grey,6-cylinder(v6),5.0,true
1999,208652,t4 caravelle,volkswagen,automatic,petrol,foreign,bus,km,grey,4-cylinder(i4),5.0,true
2013,154232,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),5.0,true
2016,170368,hiace,toyota,automatic,petrol,foreign,bus,km,black,4-cylinder(i4),4.800000190734863,true
2006,11258,e 150,ford,automatic,petrol,foreign,bus,km,grey,8-cylinder(v8),5.0,true
2011,1,edge,ford,automatic,petrol,foreign,suv,km,brown,6-cylinder(v6),4.599999904632568,true
2012,55252,c 300,mercedes-benz,automatic,petrol,foreign,sedan,km,black,6-cylinder(v6),5.0,true
2011,169785,camry,toyota,automatic,petrol,foreign,sedan,km,brown,4-cylinder(i4),4.699999809265137,true
2015,93534,avalon,toyota,automatic,petrol,foreign,sedan,km,black,6-cylinder(v6),4.900000095367432,true
2005,153261,land cruiser,toyota,automatic,petrol,local,suv,km,brown,8-cylinder(v8),4.800000190734863,true
2011,191358,rav 4,toyota,automatic,petrol,foreign,suv,km,brown,4-cylinder(i4),4.900000095367432,true
2010,36242,corolla,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.400000095367432,true
2012,148712,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.900000095367432,true
2008,241259,sienna,toyota,automatic,petrol,foreign,other,km,grey,6-cylinder(v6),4.699999809265137,true
2004,24798,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.699999809265137,true
2012,129329,venza,toyota,automatic,petrol,foreign,crossover,km,brown,6-cylinder(v6),4.699999809265137,true
2013,79824,rx 350,lexus,automatic,petrol,foreign,suv,km,black,6-cylinder(v6),4.699999809265137,true
2009,154000,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.800000190734863,true
2001,195967,passat,volkswagen,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.5,true
2016,45047,grandeur,hyundai,automatic,petrol,foreign,sedan,km,black,4-cylinder(i4),4.699999809265137,true
2005,238233,es 330,lexus,automatic,petrol,foreign,sedan,km,yellow,6-cylinder(v6),4.599999904632568,true
2007,25875,rx 350,lexus,automatic,petrol,foreign,suv,km,grey,6-cylinder(v6),4.599999904632568,true
2008,209076,c 350,mercedes-benz,automatic,petrol,foreign,suv,km,black,6-cylinder(v6),4.900000095367432,true
2001,123451,e 320,mercedes-benz,automatic,petrol,foreign,sedan,km,silver,4-cylinder(i4),5.0,true
2009,106222,camry,toyota,automatic,petrol,foreign,sedan,km,yellow,4-cylinder(i4),4.900000095367432,true
2007,191128,965,volvo,automatic,petrol,foreign,suv,km,yellow,6-cylinder(v6),4.900000095367432,true
2004,188842,highlander,toyota,automatic,petrol,foreign,suv,km,grey,6-cylinder(v6),4.900000095367432,true
2009,97350,sienna,toyota,automatic,petrol,foreign,suv,km,grey,6-cylinder(i6),4.900000095367432,true
2005,177657,avalon,toyota,automatic,petrol,foreign,sedan,km,cream,6-cylinder(i6),4.699999809265137,true
2004,100224,solara,toyota,automatic,petrol,foreign,coupe,km,grey,4-cylinder(i4),4.800000190734863,true
2007,268237,rx 350,lexus,automatic,petrol,foreign,suv,km,black,6-cylinder(v6),4.699999809265137,true
2007,109405,es 350,lexus,automatic,petrol,foreign,sedan,km,black,6-cylinder(v6),4.800000190734863,true
2003,286334,corolla,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.900000095367432,true
2007,157000,camry,toyota,automatic,petrol,foreign,sedan,km,silver,6-cylinder(i6),4.800000190734863,true
2010,98118,rav 4,toyota,automatic,petrol,foreign,suv,km,grey,6-cylinder(i6),4.900000095367432,true
2010,55940,camry,toyota,automatic,petrol,foreign,sedan,km,gold,4-cylinder(i4),4.800000190734863,true
2010,121577,cx-9,mazda,automatic,petrol,foreign,suv,km,grey,6-cylinder(v6),4.800000190734863,true
2008,105355,accord,honda,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.900000095367432,true
2018,33884,rav 4,toyota,automatic,petrol,foreign,suv,km,black,4-cylinder(i4),4.5,true
2014,106658,glk 350,mercedes-benz,automatic,petrol,foreign,suv,km,biege,6-cylinder(v6),4.599999904632568,true
2015,89728,mdx,acura,automatic,petrol,foreign,suv,km,black,6-cylinder(v6),4.400000095367432,true
2018,34651,nx 300,lexus,automatic,petrol,foreign,suv,km,black,6-cylinder(v6),4.699999809265137,true
2005,87830,sienna,toyota,automatic,petrol,foreign,minivan,km,grey,6-cylinder(v6),4.699999809265137,true
2007,80538,rav 4,toyota,automatic,petrol,foreign,suv,km,black,6-cylinder(v6),4.400000095367432,true
2013,46000,sportage,kia,automatic,petrol,foreign,suv,km,black,4-cylinder(i4),4.599999904632568,true
2008,80450,ml 350,mercedes-benz,automatic,petrol,foreign,sedan,km,yellow,6-cylinder(v6),4.800000190734863,true
2005,153784,es 330,lexus,automatic,petrol,foreign,sedan,km,black,6-cylinder(v6),4.599999904632568,true
2013,80307,camry,toyota,automatic,petrol,foreign,sedan,km,black,6-cylinder(v6),4.599999904632568,true
2012,67216,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.599999904632568,true
2010,75647,mdx,acura,automatic,petrol,foreign,suv,km,black,6-cylinder(v6),4.900000095367432,true
2014,65421,e 350,mercedes-benz,automatic,petrol,foreign,sedan,km,black,6-cylinder(v6),4.5,true
2005,33279,highlander,toyota,automatic,petrol,foreign,suv,km,silver,6-cylinder(v6),4.800000190734863,true
2010,45395,crosstour,honda,automatic,petrol,foreign,suv,km,black,6-cylinder(v6),4.599999904632568,true
2007,31764,mdx,acura,automatic,petrol,foreign,suv,km,black,6-cylinder(v6),4.599999904632568,true
2004,63632,rx 330,lexus,automatic,petrol,foreign,suv,km,silver,6-cylinder(i6),4.800000190734863,true
2013,80676,camry,toyota,automatic,petrol,foreign,sedan,km,grey,6-cylinder(i6),5.0,true
2010,95815,es 350,lexus,automatic,petrol,foreign,sedan,km,black,6-cylinder(i6),4.800000190734863,true
2010,117528,venza,toyota,automatic,petrol,foreign,minivan,km,gold,6-cylinder(i6),4.900000095367432,true
2013,92094,pathfinder,nissan,automatic,petrol,foreign,suv,km,grey,6-cylinder(i6),4.800000190734863,true
2010,115423,venza,toyota,automatic,petrol,foreign,crossover,km,grey,6-cylinder(v6),4.800000190734863,true
2018,30105,avalon,toyota,automatic,petrol,foreign,sedan,km,black,6-cylinder(v6),5.0,true
2008,73884,vibe,pontiac,automatic,petrol,foreign,hatchback,km,grey,4-cylinder(i4),4.599999904632568,true
2010,54471,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.599999904632568,true
2004,103224,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.800000190734863,true
2005,174495,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.400000095367432,true
2008,140234,rx 350,lexus,automatic,petrol,foreign,suv,km,black,6-cylinder(v6),5.0,true
2016,206312,ml 350,mercedes-benz,automatic,petrol,foreign,other,km,cream,8-cylinder(v8),5.0,true
2010,11258,corolla,toyota,automatic,petrol,foreign,sedan,km,grey,5-cylinder(i5),5.0,true
2007,185234,camry,toyota,automatic,petrol,local,sedan,km,grey,4-cylinder(i4),4.699999809265137,true
2010,33129,rav 4,toyota,automatic,petrol,foreign,suv,km,silver,4-cylinder(i4),4.900000095367432,true
2011,97012,venza,toyota,automatic,petrol,foreign,suv,km,grey,4-cylinder(i4),4.5,true
2006,132492,rav 4,toyota,automatic,petrol,foreign,suv,km,cream,6-cylinder(i6),5.0,true
2012,155685,camry,toyota,automatic,petrol,foreign,sedan,km,cream,4-cylinder(i4),4.900000095367432,true
2006,135669,ml 500,mercedes-benz,automatic,petrol,foreign,suv,km,cream,8-cylinder(v8),4.699999809265137,true
2006,219722,twingo,renault,automatic,petrol,foreign,suv,km,grey,6-cylinder(v6),4.699999809265137,true
2015,54234,camaro,chevrolet,automatic,petrol,local,suv,km,grey,6-cylinder(v6),4.900000095367432,true
2009,85236,venza,toyota,automatic,petrol,foreign,hatchback,km,cream,6-cylinder(v6),4.900000095367432,true
2004,153375,sienna,toyota,automatic,petrol,foreign,minivan,km,grey,6-cylinder(v6),4.599999904632568,true
2012,107228,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.800000190734863,true
2008,168170,pathfinder,nissan,automatic,petrol,foreign,suv,km,biege,6-cylinder(v6),4.5,true
2006,54343,corolla,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.699999809265137,true
2012,51788,rav 4,toyota,automatic,petrol,foreign,suv,km,brown,6-cylinder(v6),4.699999809265137,true
2008,62599,es 350,lexus,automatic,petrol,foreign,sedan,km,black,6-cylinder(i6),4.800000190734863,true
2003,269071,camry,toyota,automatic,petrol,foreign,sedan,km,silver,4-cylinder(i4),4.800000190734863,true
2015,84331,sienna,toyota,automatic,petrol,foreign,minivan,km,silver,6-cylinder(v6),4.900000095367432,true
2015,5368,rx 350,lexus,automatic,petrol,foreign,suv,km,black,6-cylinder(v6),4.900000095367432,true
2007,131743,rx 350,lexus,automatic,petrol,foreign,sedan,km,brown,6-cylinder(v6),4.5,true
2005,118274,xj,jaguar,automatic,petrol,foreign,sedan,km,black,8-cylinder(v8),4.400000095367432,true
2014,85142,es 250,lexus,automatic,petrol,foreign,sedan,km,off-white,4-cylinder(i4),4.900000095367432,true
2003,197573,pilot,honda,automatic,petrol,new,suv,km,grey,6-cylinder(i6),5.0,true
2009,85507,venza,toyota,automatic,petrol,foreign,suv,km,grey,6-cylinder(i6),5.0,true
2014,134266,edge,ford,automatic,petrol,local,suv,km,gold,6-cylinder(i6),4.900000095367432,true
2007,141774,camry,toyota,automatic,petrol,foreign,sedan,km,yellow,4-cylinder(i4),5.0,true
2012,110282,sonata,hyundai,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.5,true
1998,276528,t4 caravelle,volkswagen,automatic,petrol,foreign,bus,km,grey,5-cylinder(i5),5.0,true
2012,103029,explorer,ford,automatic,petrol,foreign,suv,km,grey,6-cylinder(i6),5.0,true
1999,208968,t4 caravelle,volkswagen,automatic,petrol,foreign,bus,km,grey,4-cylinder(i4),5.0,true
2015,100107,glk 350,mercedes-benz,automatic,petrol,foreign,suv,km,cream,6-cylinder(i6),5.0,true
2014,131676,glk 350,mercedes-benz,automatic,petrol,foreign,suv,km,cream,6-cylinder(v6),4.900000095367432,true
2006,174710,cr-v,honda,automatic,petrol,foreign,suv,km,brown,6-cylinder(v6),4.900000095367432,true
2000,227230,xterra,nissan,automatic,petrol,local,suv,km,grey,6-cylinder(i6),4.599999904632568,true
2011,141713,cx-9,mazda,automatic,petrol,foreign,crossover,km,black,6-cylinder(v6),4.699999809265137,true
2006,95174,highlander,toyota,automatic,petrol,foreign,suv,km,silver,6-cylinder(i6),4.699999809265137,true
2010,143547,glk 350,mercedes-benz,automatic,petrol,foreign,suv,km,black,6-cylinder(i6),4.699999809265137,true
2003,90078,corolla,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.800000190734863,true
2010,54203,hiace,toyota,automatic,petrol,local,bus,km,grey,4-cylinder(i4),4.900000095367432,true
2007,155631,gl 450,mercedes-benz,automatic,petrol,foreign,suv,km,grey,8-cylinder(v8),4.699999809265137,true
2011,97200,camry,toyota,automatic,petrol,foreign,sedan,km,silver,4-cylinder(i4),4.5,true
2007,88026,highlander,toyota,automatic,petrol,foreign,suv,km,cream,6-cylinder(i6),4.900000095367432,true
2005,10184,sequoia,toyota,automatic,petrol,foreign,suv,km,grey,8-cylinder(v8),5.0,true
2011,73424,highlander,toyota,automatic,petrol,foreign,suv,km,biege,6-cylinder(i6),4.800000190734863,true
2010,83580,venza,toyota,automatic,petrol,foreign,crossover,km,biege,4-cylinder(i4),4.800000190734863,true
2017,9210,corolla,toyota,automatic,petrol,foreign,sedan,km,brown,4-cylinder(i4),5.0,true
2007,128236,gl 450,mercedes-benz,automatic,petrol,foreign,suv,km,brown,8-cylinder(v8),4.900000095367432,true
2005,130690,"lr 3 , series se",land rover,automatic,petrol,foreign,suv,km,gold,8-cylinder(v8),4.699999809265137,true
1999,266280,t4 caravelle,volkswagen,automatic,petrol,new,bus,km,grey,4-cylinder(i4),5.0,true
2005,89563,sequoia,toyota,automatic,petrol,foreign,suv,km,grey,8-cylinder(v8),5.0,true
2001,159390,sequoia,toyota,automatic,petrol,foreign,suv,km,gold,8-cylinder(v8),4.599999904632568,true
2011,105271,sienna,toyota,automatic,petrol,foreign,sedan,km,silver,6-cylinder(i6),4.900000095367432,true
2007,268632,hiace,toyota,automatic,petrol,foreign,bus,km,grey,4-cylinder(i4),4.5,true
2008,122572,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.5,true
2013,110708,glk 350,mercedes-benz,automatic,petrol,foreign,hatchback,km,black,6-cylinder(i6),4.900000095367432,true
2010,83737,venza,toyota,automatic,petrol,foreign,suv,km,ash,6-cylinder(v6),4.900000095367432,true
2009,56435,camry,toyota,automatic,petrol,foreign,sedan,km,silver,4-cylinder(i4),4.800000190734863,true
2012,157440,ml 350,mercedes-benz,automatic,petrol,foreign,suv,km,grey,6-cylinder(v6),5.0,true
2016,8083,explorer,ford,automatic,petrol,foreign,suv,km,grey,6-cylinder(v6),4.900000095367432,true
2012,105264,range rover evoque,land rover,automatic,petrol,foreign,suv,km,black,4-cylinder(i4),4.699999809265137,true
2016,56429,c 300,mercedes-benz,automatic,petrol,foreign,sedan,km,cream,4-cylinder(i4),4.900000095367432,true
2014,70656,camry,toyota,automatic,petrol,foreign,sedan,km,grey,4-cylinder(i4),4.900000095367432,true
2010,71403,hiace,toyota,automatic,petrol,local,bus,km,grey,4-cylinder(i4),4.800000190734863,true
2012,13380,cc,volkswagen,automatic,petrol,foreign,sedan,km,black,4-cylinder(i4),4.900000095367432,true
2010,112030,tahoe,chevrolet,automatic,petrol,foreign,suv,km,black,4-cylinder(i4),5.0,true
2007,128490,rx 300,lexus,automatic,petrol,local,suv,km,yellow,6-cylinder(v6),4.800000190734863,true
2008,20678,range rover sport,land rover,automatic,petrol,local,suv,km,black,6-cylinder(v6),4.800000190734863,true
2013,104937,accord,honda,automatic,petrol,foreign,sedan,km,cream,4-cylinder(i4),4.699999809265137,true
2012,54088,mdx,acura,automatic,petrol,foreign,suv,km,silver,6-cylinder(v6),5.0,true
